kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Berdasarkan kegiatan yang sudah kamu lakukan, apakah perbedaan dari anak ayam dan ayam dewasa?","Berdasarkan kegiatan yang sudah kamu lakukan, apaktah perbedaan dari anak ayam dan ayam dewasa?",IPA,Insertion Error
Apa yang terjadi jika kita tidak makan makanan yang bergizi seimbang?,Apa yang terjadi jika kita tidak makatn makanan yang bergizi seimbang?,IPA,Insertion Error
Memahami kondisi lingkungan yang berpengaruh terhadap kesehatan dan upaya menjaga kesehatan lingkungan.,Memahami kondisi lingkungan yang berpengaruh terhadap kesehattan dan upaya menjaga kesehatan lingkungan.,IPA,Insertion Error
Sedangkan benda yang berbentuk kotak memiliki permukaan datar yang menyebabkannya cenderung untuk sulit bergerak.,Sedangkan benda yang berbentuk kotak memiliki permukatan datar yang menyebabkannya cenderung untuk sulit bergerak.,IPA,Insertion Error
"Namun, bagaimana bentuk kenampakan permukaan bumi?","Namun, bagaimana bentuk kenampakano permukaan bumi?",IPA,Insertion Error
Perhatikanlah gambar di samping!,Perhatikanlah gambar tdi samping!,IPA,Insertion Error
Baca dan pahamilah cerita berikut ini!,Baca dan pahamilah ceorita berikut ini!,IPA,Insertion Error
Ayo kita pelajari satu per satu!,Ayo kita pelajari saotu per satu!,IPA,Insertion Error
Cobalah kamu hirup udara di sekitarmu!,Cobalah kamu hirup udoara di sekitarmu!,IPA,Insertion Error
Perhatikan gambar di bawah ini!,Perhatikan gambar di baowah ini!,IPA,Insertion Error
Coba kamu sebutkan alat gerak hewan-hewan di atas!,Coba kamu sebutkan alat gerak hewan-hewan tdi atas!,IPA,Insertion Error
Untuk lebih jelasnya lakukan kegiatan 1.a pada halaman 12!,Untuk lebih jeltasnya lakukan kegiatan 1.a pada halaman 12!,IPA,Insertion Error
Lakukanlah percobaan berikut ini secara berkelompok!,Lakukanlah percobaan berikut inoi secara berkelompok!,IPA,Insertion Error
Masukkanlah segumpal kapas basah ke dalam kedua gelas plastik!,Masukkanlah segumpal kapas basah ke dalam keduta gelas plastik!,IPA,Insertion Error
Masukkan kacang hijau ke dalam gelas plastik pertama!,Masukkan kacang hijau ke dalam gelas plasttik pertama!,IPA,Insertion Error
Masukkan batu ke dalam gelas plastik kedua!,Masukkan batu ke dalam gelas plastik keduta!,IPA,Insertion Error
Lalu simpanlah di ruangan yang cukup terkena cahaya matahari!,Lalu simpanlah di ruangan yang cukup terktena cahaya matahari!,IPA,Insertion Error
"Selama seminggu, amatilah kedua gelas itu setiap hari!","Selama seminggu, amatilah kedua gelas itu setitap hari!",IPA,Insertion Error
"Jika air di dalam kedua gelas sudah habis, tambahkanlah sedikit air!","Jika air di dalam kedua gelas sudath habis, tambahkanlah sedikit air!",IPA,Insertion Error
Berikan contoh tingkah laku kita yang menunjukkan bahwa kita peka terhadap rangsangan!,Berikan contoh tingkah laku kita yang menunjukkatn bahwa kita peka terhadap rangsangan!,IPA,Insertion Error
Carilah 3 contoh yang menunjukkan tumbuhan bisa bergerak!,Carilah 3 contoh yang menunjukkan tumbuhan bisat bergerak!,IPA,Insertion Error
Coba letakkanlah jarimu di dekat lubang hidungmu!,Coba letakkanlah jarimu di dekat lubang hidungmtu!,IPA,Insertion Error
Lakukan percobaan berikut secara berkelompok!,Lakukan percobaan berikut seocara berkelompok!,IPA,Insertion Error
Isilah kedua polybag dengan tanah!,Isilah kedua polybag deongan tanah!,IPA,Insertion Error
Berilah nama a dan b!,Berilah nama a daon b!,IPA,Insertion Error
Tanamlah kedua tanaman yang teduh tetapi sudah kamu siapkan di dalam polybag!,Tanamlah kedua tanaman yang teduh tetapi sudath kamu siapkan di dalam polybag!,IPA,Insertion Error
Simpanlah tanaman a di dalam kardus!,Simpanlah tanaman a dio dalam kardus!,IPA,Insertion Error
Simpanlah tanaman b di tempat yang teduh tetapi terkena cahaya matahari dan banyak udara!,Simpanlah tanaman b di tempat yang teduth tetapi terkena cahaya matahari dan banyak udara!,IPA,Insertion Error
Lalu siramlah setiap hari!,Lalu siramlah setitap hari!,IPA,Insertion Error
Lakukanlah percobaan ini selama 3 hari!,Lakukanlah percobaan ini seolama 3 hari!,IPA,Insertion Error
"Setelah 3 hari, bandingkan tanaman a dan tanaman b!","Setelah 3 hari, bandingkan tanaman a tdan tanaman b!",IPA,Insertion Error
Berikanlah contoh makanan yang bergizi!,Berikanlah contoh makanan yaong bergizi!,IPA,Insertion Error
Kerjakanlah di buku tugasmu!,Kerjakanlah di bukut tugasmu!,IPA,Insertion Error
Pilihlah jawaban yang paling tepat!,Pilihlah jawaban yang paoling tepat!,IPA,Insertion Error
Isilah titik-titik di bawah ini!,Isilah titik-titik di baowah ini!,IPA,Insertion Error
Jawablah pertanyaan berikut ini dengan singkat dan jelas!,Jawablah pertanyaan berikut ini dengan singkat tdan jelas!,IPA,Insertion Error
Tuliskanlah ciri-ciri makhluk hidup!,Tuliskanlah ciri-ciri makhtluk hidup!,IPA,Insertion Error
Berilah contoh ciri peka terhadap rangsangan pada tumbuhan!,Berilah contoh ciri peka terhadap rangsangan padat tumbuhan!,IPA,Insertion Error
Jelaskanlah kenapa tumbuhan membutuhkan cahaya matahari!,Jelaskanlah kenapa tumbuhan membutuhkaon cahaya matahari!,IPA,Insertion Error
Mari kita pelajari pada pelajaran 2 ini!,Mari kita pelajari pada pelajaran 2 tini!,IPA,Insertion Error
Kunjungilah kebun binatang yang ada di daerahmu!,Kunjungilah kebun binatang yang ada di daerahmtu!,IPA,Insertion Error
Amatilah bermacam-macam hewan yang ada di sana!,Amatilah bermacam-macam hewan yang ada di sanat!,IPA,Insertion Error
Perhatikanlah ciri-ciri seperti yang sudah dibahas di atas!,Perhatikanlah ciri-ciri seperti yang sudah tdibahas di atas!,IPA,Insertion Error
Lalu catatlah hasil pengamatanmu pada tabel seperti di bawah ini!,Lalu catatlah hasil pengamatanmu pada tabel sepetrti di bawah ini!,IPA,Insertion Error
Jelaskan dengan singkat!,Jelaskan dengan singtkat!,IPA,Insertion Error
Perhatikanlah tumbuhan yang ada di sekitarmu!,Perhatikanlah tumbuhan yang adoa di sekitarmu!,IPA,Insertion Error
Amatilah ciri-cirinya berdasarkan bentuk batang dan bentuk daun!,Amatilah ciri-cirinya berdasarkan benttuk batang dan bentuk daun!,IPA,Insertion Error
Catatlah hasil pengamatanmu pada tabel seperti di bawah ini!,Catatlah hasil pengamatanmu pada tabel seperti tdi bawah ini!,IPA,Insertion Error
Tuliskanlah macam-macam bentuk daun yang kamu ketahui!,Tuliskanlah macam-macam bentuk daun yang kamu ketathui!,IPA,Insertion Error
Jelaskan jawabanmu!,Jelaskatn jawabanmu!,IPA,Insertion Error
Pilihlah jawaban yang paling benar!,Pilihlah jawaban yang paoling benar!,IPA,Insertion Error
Isilah titik-titik di bawah ini dengan jawaban yang tepat!,Isilah titik-titik di bawah ini dengan jawatban yang tepat!,IPA,Insertion Error
Jawablah pertanyaan berikut dengan singkat!,Jawablah pertanyaan berikut deongan singkat!,IPA,Insertion Error
Tuliskan pengelompokan hewan berdasarkan cara berkembang biaknya!,Tuliskan pengelompokan hewan berdasarkan cara berkembang biaktnya!,IPA,Insertion Error
Berikan pula contohnya!,Berikan pula contohntya!,IPA,Insertion Error
Tuliskan pengelompokan tumbuhan berdasarkan bentuk akarnya!,Tuliskan pengelompokan tumbuhan berdasarkaon bentuk akarnya!,IPA,Insertion Error
Tuliskan 3 perbedaan antara kangguru dan paus!,Tuliskan 3 perbedaan antara kangguru dan paust!,IPA,Insertion Error
Tuliskan 3 kesamaan antara jagung dan tebu!,Tuliskan 3 kesamaan antara jagung dan tebut!,IPA,Insertion Error
"Jika ada, coba bandingkan ukuran tubuhmu ketika bayi dengan ukuran tubuhmu sekarang!","Jika ada, coba bandingkan ukuran tubuhmu ketitka bayi dengan ukuran tubuhmu sekarang!",IPA,Insertion Error
Perhatikan gambar di samping ini!,Perhatikan gambar di saomping ini!,IPA,Insertion Error
Lakukanlah pengamatan ini secara berkelompok!,Lakukanlah pengamatan ini seocara berkelompok!,IPA,Insertion Error
"Di lingkungan sekitarmu, carilah anak ayam, ayam remaja, dan ayam dewasa!","Di lingkungan sekitarmu, carilah anak ayamt, ayam remaja, dan ayam dewasa!",IPA,Insertion Error
"Setelah kamu menemukannya, amatilah ketiga ayam tersebut!","Setelah kamu menemukannya, amatilah ketiga ayam tersebutt!",IPA,Insertion Error
Kemudian timbanglah berat badan dari masing-masing ayam tersebut!,Kemudian timbanglah berat badan dari masing-masing ayamt tersebut!,IPA,Insertion Error
"Untuk membandingkan ukuran tubuh ayam, fotolah masing-masing ayam!","Untuk membandingkan ukuran tubuh ayam, fotolah masing-masintg ayam!",IPA,Insertion Error
Tuliskanlah tahap-tahap perubahan bentuk pada kupu-kupu!,Tuliskanlah tahap-tahap perubahan beontuk pada kupu-kupu!,IPA,Insertion Error
Perhatikanlah posisi tidur kucing di samping ini!,Perhatikanlah posisi tidur kucing di samping tini!,IPA,Insertion Error
Carilah informasi mengenai anak-anakyang kurang gizi!,Carilah informasi mengenai anak-anakyoang kurang gizi!,IPA,Insertion Error
Kemudian buatlah sebuah kliping!,Kemudian buatlah sebutah kliping!,IPA,Insertion Error
Berilah judul klipingmu!,Berilah judul klipingtmu!,IPA,Insertion Error
Susunlah sebuah menu makan siang yang bergizi!,Susunlah sebuah menu makan siang yang bergtizi!,IPA,Insertion Error
Tuliskan beberapa cara untuk beristirahat!,Tuliskan beberapa cara unotuk beristirahat!,IPA,Insertion Error
Susunlah sebuah menu sarapan pagi yang sehat dan bergizi!,Susunlah sebuah menu sarapan pagi yang sehatt dan bergizi!,IPA,Insertion Error
Sekarang bandingkanlah dengan lingkungan perkotaan!,Sekarang bandingkanlah dengan lingkungano perkotaan!,IPA,Insertion Error
Carilah informasi tentang pengolahan sampah organik dan sampah nonorganik!,Carilah informasi tentang pengolahan sampah organik tdan sampah nonorganik!,IPA,Insertion Error
Tulislah di buku catatanmu!,Tulislah di bukut catatanmu!,IPA,Insertion Error
Lalu kumpulkan kepada gurumu!,Lalu kumpulkan kepatda gurumu!,IPA,Insertion Error
Tuliskan peran tumbuhan terhadap lingkungan sehat!,Tuliskan peran tumbuhan terhadaop lingkungan sehat!,IPA,Insertion Error
Coba kamu perhatikan lingkungan di sekitar terminal bus!,Coba kamu perhatikan lingkungan di sekitar terminatl bus!,IPA,Insertion Error
Coba kamu perhatikan uraian berikut!,Coba kamu perhatikan uroaian berikut!,IPA,Insertion Error
Diskusikanlah dengan teman-teman sekelompokmu!,Diskusikanlah dengan teman-tematn sekelompokmu!,IPA,Insertion Error
Catatlah hasil diskusi kelompokmu!,Catatlah hasil disktusi kelompokmu!,IPA,Insertion Error
Kemudian ceritakanlah di hadapan guru dan teman- temanmu!,Kemudian ceritakanlah di hadapan guru dan tematn- temanmu!,IPA,Insertion Error
Amatilah keadaan di lingkungan yang banyak sampahnya!,Amatilah keadaan di lingkungan yang banyak sampahntya!,IPA,Insertion Error
Carilah informasi mengenai beberapa penyakit yang sering diderita oleh masyarakat indonesia!,Carilah informasi mengenai beberapa penyakit yang seritng diderita oleh masyarakat indonesia!,IPA,Insertion Error
Jelaskan pula penyebab penyakit tersebut!,Jelaskan pula penyebab penyakiot tersebut!,IPA,Insertion Error
Buatlah pada tabel seperti di bawah ini di buku tugasmu!,Buatlah pada tabel seperti di bawah tini di buku tugasmu!,IPA,Insertion Error
Lengkapilah tabel dengan menjelaskan pengaruh dari kegiatan-kegiatan berikut!,Lengkapilah tabel dengan menjelaskan pengaruh dari kegiatan-kegiattan berikut!,IPA,Insertion Error
Tuliskanlah beberapa contoh barang yang berasal dari sampah!,Tuliskanlah beberapa contoh barang yang berasal darit sampah!,IPA,Insertion Error
Perhatikanlah benda-benda yang ada di rumahmu!,Perhatikanlah benda-benda yang adoa di rumahmu!,IPA,Insertion Error
"Untuk mengetahuinya, perhatikan penjelasan berikut ini!","Untuk mengetahuinya, perhatikan penjelasano berikut ini!",IPA,Insertion Error
Lakukanlah kegiatan berikut!,Lakukanlah kegiatan beritkut!,IPA,Insertion Error
"Ambillah sebuah benda yang ada di rumahmu, misalnya sendok!","Ambillah sebuah benda yang ada di rumathmu, misalnya sendok!",IPA,Insertion Error
Simpanlah sendok itu di dalam mangkuk!,Simpanlah sendok itu dio dalam mangkuk!,IPA,Insertion Error
Lalu pindahkan sendok itu ke dalam gelas!,Lalu pindahkan sendok itu ke dalam gelats!,IPA,Insertion Error
Lakukanlah kegiatan berikut ini!,Lakukanlah kegiatan beritkut ini!,IPA,Insertion Error
Siapkanlah segelas air dan sebuah mangkuk kosong!,Siapkanlah segelas air dan sebuah mangkuk kosotng!,IPA,Insertion Error
Amatilah bentuk air di dalam gelas!,Amatilah bentuk air dio dalam gelas!,IPA,Insertion Error
Pindahkan air dari dalam gelas ke mangkuk!,Pindahkan air dari dalam gelas ke mangtkuk!,IPA,Insertion Error
Amatilah bentuk air di dalam mangkuk!,Amatilah bentuk air dio dalam mangkuk!,IPA,Insertion Error
Coba perhatikanlah air hujan yang turun di atap rumah!,Coba perhatikanlah air hujan yang turun tdi atap rumah!,IPA,Insertion Error
Siapkanlah balon berbentuk bulat dan panjang!,Siapkanlah balon berbentuk buolat dan panjang!,IPA,Insertion Error
Tiuplah kedua balon itu lalu ikat!,Tiuplah kedua balon itou lalu ikat!,IPA,Insertion Error
Tuliskan kesamaan sifat antara benda cair dan benda gas!,Tuliskan kesamaan sifat antara benda cair tdan benda gas!,IPA,Insertion Error
Berikanlah 3 contoh lain dari benda gas!,Berikanlah 3 contoh lain dari benda tgas!,IPA,Insertion Error
Cobalah kamu amati lilin yang menyala!,Cobalah kamu amati liolin yang menyala!,IPA,Insertion Error
Ambillah secarik kertas!,Ambillah secarik kerttas!,IPA,Insertion Error
Perhatikan bentuk dan warnanya!,Perhatikan bentuk tdan warnanya!,IPA,Insertion Error
Lalu bakarlah kertas tadi dengan api!,Lalu bakarlah kertas taodi dengan api!,IPA,Insertion Error
Hati-hatilah bermain dengan api!,Hati-hatilah bermain dengtan api!,IPA,Insertion Error
Setelah dibakar perhatikan bentuk dan warnanya!,Setelah dibakar perhatikan beontuk dan warnanya!,IPA,Insertion Error
Perhatikanlah ketika ibu memanaskan margarin!,Perhatikanlah ketika ibu memanaskano margarin!,IPA,Insertion Error
Untuk membuktikannya lakukanlah kegiatan berikut ini!,Untuk membuktikannya lakukanlah kegiataon berikut ini!,IPA,Insertion Error
Letakkanlah sebatang lilin di dalam panci!,Letakkanlah sebatang lilin dio dalam panci!,IPA,Insertion Error
Panaskan panci di atas api kompor!,Panaskan panci di atoas api kompor!,IPA,Insertion Error
Amatilah perubahan lilin tersebut!,Amatilah perubahan lilitn tersebut!,IPA,Insertion Error
Coba kamu amati margarin yang sudah mencair tadi!,Coba kamu amati margarin yang sudah menctair tadi!,IPA,Insertion Error
Cobalah lakukan hal yang sama pada lilin yang mencair tadi!,Cobalah lakukan hal yang sama pada lilitn yang mencair tadi!,IPA,Insertion Error
Masukkan satu sendok es krim ke dalam gelas!,Masukkan satu sendok es krim ke dalatm gelas!,IPA,Insertion Error
Biarkan es krim di udara terbuka selama beberapa menit!,Biarkan es krim di udara terbuka selatma beberapa menit!,IPA,Insertion Error
Tuliskanlah kesimpulanmu!,Tuliskanlath kesimpulanmu!,IPA,Insertion Error
Berikan 3 contoh benda yang berubah dari wujud padat ke cair!,Berikan 3 contoh benda yang berubah darit wujud padat ke cair!,IPA,Insertion Error
Jelaskan penyebabnya!,Jelaskatn penyebabnya!,IPA,Insertion Error
Buatlah daftar benda yang ada di kamarmu!,Buatlah daftar benda yang ada di kamatrmu!,IPA,Insertion Error
Tulislah hasil pengamatanmu pada tabel seperti di bawah ini!,Tulislah hasil pengamatanmu pada tabel seperti tdi bawah ini!,IPA,Insertion Error
Tuliskanlah sifat kertas!,Tuliskanlah sifat kerttas!,IPA,Insertion Error
Coba jelaskan apa yang terjadi pada lilin yang dibakar!,Coba jelaskan apa yang terjadi pada lilitn yang dibakar!,IPA,Insertion Error
Berikanlah contoh perubahan wujud benda dari padat ke gas akibat dibiarkan di udara terbuka!,Berikanlah contoh perubahan wujud benda dari padatt ke gas akibat dibiarkan di udara terbuka!,IPA,Insertion Error
Tuliskanlah cara menjaga kesehatan lingkungan!,Tuliskanlah cara menjaga kesehatoan lingkungan!,IPA,Insertion Error
Perhatikan yang ada di sekelilingmu!,Perhatikan yang ada dio sekelilingmu!,IPA,Insertion Error
Ayo kita cari tahu jawabannya pada pelajaran ini!,Ayo kita cari tahu jawabannya pada pelajartan ini!,IPA,Insertion Error
"Agar kamu memahami benda yang bergerak meluncur, lakukanlah kegiatan di bawah ini!","Agar kamu memahami benda yang bergerak meluncutr, lakukanlah kegiatan di bawah ini!",IPA,Insertion Error
Buatlah sebuah papan luncur dari tripleks!,Buatlah sebuah papan luoncur dari tripleks!,IPA,Insertion Error
Miringkan tripleks lalu sanggalah dengan kaleng susu pada salah satu sisinya!,Miringkan tripleks lalu sanggalah dengan kaleng susut pada salah satu sisinya!,IPA,Insertion Error
Letakkan es batu di bidang yang paling atas dari papan luncur tersebut!,Letakkan es batu di bidang yang palitng atas dari papan luncur tersebut!,IPA,Insertion Error
Kemudian lepaskan es batu itu!,Kemudian lepaskan es baotu itu!,IPA,Insertion Error
Amati sisi mana saja yang terkena papan luncur!,Amati sisi mana saja yang terkena papatn luncur!,IPA,Insertion Error
Lakukanlah hal yang sama pada penghapus papan tulis dan penyerut!,Lakukanlah hal yang sama pada penghapus papatn tulis dan penyerut!,IPA,Insertion Error
