kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Astri meniup lilin ulang tahun, jumlahnya ada delapan buah.",Astri meniup lilin ulang tahun@ jumlahnya ada delapan buah.,IPS,Punctuation Error
Astri senang sekali karena orang tua dan semua temannya mengucapkan selamat.,Astri senang sekali karena orang tua dan semua temannya mengucapkan selamat',IPS,Punctuation Error
Ayah dan ibu mencium pipi dan kening astri dengan sayang.,Ayah dan ibu mencium pipi dan kening astri dengan sayang',IPS,Punctuation Error
La juga senang karena mendapatkan banyak kado.,La juga senang karena mendapatkan banyak kado',IPS,Punctuation Error
Kado sebagai hadiah ulang tahun.,Kado sebagai hadiah ulang tahun',IPS,Punctuation Error
Isi kado itu bermacam-macam.,Isi kado itu bermacam?macam.,IPS,Punctuation Error
"Ada boneka, alat tulis, tas, dan lain-lain.","Ada boneka, alat tulis, tas, dan lain}lain.",IPS,Punctuation Error
Ayah dan ibu juga memberi kado untuk astri.,Ayah dan ibu juga memberi kado untuk astri',IPS,Punctuation Error
Isinya buku cerita anak bergambar yang bagus sekali.,Isinya buku cerita anak bergambar yang bagus sekali',IPS,Punctuation Error
Astri mengucapkan terima kasih kepada ayah dan ibu.,Astri mengucapkan terima kasih kepada ayah dan ibu',IPS,Punctuation Error
"Sewaktu nabila berumur enam tahun, ibu melahirkan adik bayi.",Sewaktu nabila berumur enam tahun@ ibu melahirkan adik bayi.,IPS,Punctuation Error
Adik bayi itu laki-laki dan diberi nama lintang.,Adik bayi itu laki?laki dan diberi nama lintang.,IPS,Punctuation Error
Lintang sangat lucu dan sering ngompol.,Lintang sangat lucu dan sering ngompol',IPS,Punctuation Error
Nabila sering membantu ibu mengganti popok lintang.,Nabila sering membantu ibu mengganti popok lintang',IPS,Punctuation Error
Nabila sangat sayang kepada lintang.,Nabila sangat sayang kepada lintang',IPS,Punctuation Error
"Sejak ada lintang, nabila tidak merasa kesepian lagi.",Sejak ada lintang@ nabila tidak merasa kesepian lagi.,IPS,Punctuation Error
Rendi mengikuti lomba menyanyi antar sekolah dasar di kotanya.,Rendi mengikuti lomba menyanyi antar sekolah dasar di kotanya',IPS,Punctuation Error
La mewakili sekolahnya.,La mewakili sekolahnya',IPS,Punctuation Error
Lomba itu diikuti oleh ratusan siswa yang berasal dari beberapa sekolah dasar.,Lomba itu diikuti oleh ratusan siswa yang berasal dari beberapa sekolah dasar',IPS,Punctuation Error
Awalnya rendi sangat gugup.,Awalnya rendi sangat gugup',IPS,Punctuation Error
La takut sekali kalau kalah.,La takut sekali kalau kalah',IPS,Punctuation Error
Rendi takut mengecewakan guru dan teman-temannya.,Rendi takut mengecewakan guru dan teman?temannya.,IPS,Punctuation Error
Akhirnya pak anwar menasihati rendi supaya tidak usah gugup dan takut kalah.,Akhirnya pak anwar menasihati rendi supaya tidak usah gugup dan takut kalah',IPS,Punctuation Error
Pak anwar adalah wali kelas rendi di sekolah.,Pak anwar adalah wali kelas rendi di sekolah',IPS,Punctuation Error
Pak anwar bilang kalah itu tidak apa-apa asalkan kita sudah berusaha sebaik mungkin.,Pak anwar bilang kalah itu tidak apa?apa asalkan kita sudah berusaha sebaik mungkin.,IPS,Punctuation Error
Kekalahan bisa dijadikan pelajaran nantinya.,Kekalahan bisa dijadikan pelajaran nantinya',IPS,Punctuation Error
"Setelah mendengar nasihat pak anwar, rendi merasa tenang dan bisa menyanyi dengan baik.",Setelah mendengar nasihat pak anwar@ rendi merasa tenang dan bisa menyanyi dengan baik.,IPS,Punctuation Error
Tanpa disangka rendi menjadi juara pertama.,Tanpa disangka rendi menjadi juara pertama',IPS,Punctuation Error
Rendi senang sekali dan merasa bangga.,Rendi senang sekali dan merasa bangga',IPS,Punctuation Error
La bisa mengharumkan nama sekolahnya.,La bisa mengharumkan nama sekolahnya',IPS,Punctuation Error
Guru dan teman-teman mengucapkan selamat pada rendi.,Guru dan teman?teman mengucapkan selamat pada rendi.,IPS,Punctuation Error
Rendi berterimakasih atas doa dan dukungan guru dan teman-temannya.,Rendi berterimakasih atas doa dan dukungan guru dan teman?temannya.,IPS,Punctuation Error
Sofie memiliki peristiwa yang sangat berkesan bersama keluarganya.,Sofie memiliki peristiwa yang sangat berkesan bersama keluarganya',IPS,Punctuation Error
Sofie tidak akan melupakannya.,Sofie tidak akan melupakannya',IPS,Punctuation Error
"Setiap liburan sekolah tiba, ayah selalu mengajak seluruh keluarga untuk berlibur.",Setiap liburan sekolah tiba@ ayah selalu mengajak seluruh keluarga untuk berlibur.,IPS,Punctuation Error
"Ayah mengajak keluarga berlibur ke rumah orang tua ayah, yaitu kakek dan nenek.",Ayah mengajak keluarga berlibur ke rumah orang tua ayah@ yaitu kakek dan nenek.,IPS,Punctuation Error
"Rumah kakek dan nenek ada di luar kota, letaknya ada di pedesaan.",Rumah kakek dan nenek ada di luar kota@ letaknya ada di pedesaan.,IPS,Punctuation Error
"Di desa itu pemandangannya sangat indah, banyak pohon dan sawah.",Di desa itu pemandangannya sangat indah@ banyak pohon dan sawah.,IPS,Punctuation Error
Kakek dan nenek juga memiliki sawah.,Kakek dan nenek juga memiliki sawah',IPS,Punctuation Error
Hampir setiap hari sofie dan adiknya membawakan makan siang untuk kakek.,Hampir setiap hari sofie dan adiknya membawakan makan siang untuk kakek',IPS,Punctuation Error
Ketika kakek mencangkul di sawah.,Ketika kakek mencangkul di sawah',IPS,Punctuation Error
"Ketika kakek makan, sofie dan adiknya suka mencari belut.",Ketika kakek makan@ sofie dan adiknya suka mencari belut.,IPS,Punctuation Error
Sofie senang sekali.,Sofie senang sekali',IPS,Punctuation Error
"Selain peristiwa yang menyenangkan, ada pula peristiwa yang menyedihkan.",Selain peristiwa yang menyenangkan@ ada pula peristiwa yang menyedihkan.,IPS,Punctuation Error
Peristiwa menyenangkan akan membuat kita senang dan bahagia.,Peristiwa menyenangkan akan membuat kita senang dan bahagia',IPS,Punctuation Error
Peristiwa menyedihkan membuat kita sedih dan menangis.,Peristiwa menyedihkan membuat kita sedih dan menangis',IPS,Punctuation Error
Seperti apakah contoh-contoh peristiwa yang menyenangkan itu?,Seperti apakah contoh>contoh peristiwa yang menyenangkan itu?,IPS,Punctuation Error
Mengapa aldo senang belajar di kelas?,Mengapa aldo senang belajar di kelas',IPS,Punctuation Error
Kado apa yang diberikan ayah dan ibu untuk astri?,Kado apa yang diberikan ayah dan ibu untuk astri',IPS,Punctuation Error
Apa yang dilakukan nabila untuk membantu ibu?,Apa yang dilakukan nabila untuk membantu ibu',IPS,Punctuation Error
Mengapa rendi sangat gugup?,Mengapa rendi sangat gugup',IPS,Punctuation Error
Kamu pasti pernah mengalami pengalaman yang menyenangkan.,Kamu pasti pernah mengalami pengalaman yang menyenangkan',IPS,Punctuation Error
Ingat-ingatlah peristiwa itu.,Ingat?ingatlah peristiwa itu.,IPS,Punctuation Error
Buatlah daftarnya.,Buatlah daftarnya',IPS,Punctuation Error
Guru membimbing anak untuk bisa mengingat peristiwa menyenangkan yang pernah dialami diri dan keluarganya sebanyak-banyaknya.,Guru membimbing anak untuk bisa mengingat peristiwa menyenangkan yang pernah dialami diri dan keluarganya sebanyak?banyaknya.,IPS,Punctuation Error
"Jika kolom di bawah ini tidak cukup, anak boleh membuatnya di halaman buku tulisnya atau di kertas selembar.",Jika kolom di bawah ini tidak cukup@ anak boleh membuatnya di halaman buku tulisnya atau di kertas selembar.,IPS,Punctuation Error
"Pilihlah salah satu dari peristiwa yang berhasil kamu ingat itu, manakah yang paling berkesan.",Pilihlah salah satu dari peristiwa yang berhasil kamu ingat itu@ manakah yang paling berkesan.,IPS,Punctuation Error
Cobalah ceritakan di depan teman-temanmu tentang peristiwa menyenangkan itu.,Cobalah ceritakan di depan teman?temanmu tentang peristiwa menyenangkan itu.,IPS,Punctuation Error
Guru membimbing anak untuk bisa mengingat dan menceritakan peristiwa menyedihkan yang pernah terjadi pada diri dan keluarganya.,Guru membimbing anak untuk bisa mengingat dan menceritakan peristiwa menyedihkan yang pernah terjadi pada diri dan keluarganya',IPS,Punctuation Error
Suatu hari badan alif demam.,Suatu hari badan alif demam',IPS,Punctuation Error
Badannya panas sekali.,Badannya panas sekali',IPS,Punctuation Error
Ibu membawa alif ke dokter dekat rumah.,Ibu membawa alif ke dokter dekat rumah',IPS,Punctuation Error
"Kata dokter, alif sakit demam berdarah.",Kata dokter@ alif sakit demam berdarah.,IPS,Punctuation Error
Alif harus dirawat di rumah sakit.,Alif harus dirawat di rumah sakit',IPS,Punctuation Error
Demam berdarah adalah penyakit berbahaya.,Demam berdarah adalah penyakit berbahaya',IPS,Punctuation Error
Alif dirawat selama sepuluh hari.,Alif dirawat selama sepuluh hari',IPS,Punctuation Error
Selama dirawat alif diberi infus.,Selama dirawat alif diberi infus',IPS,Punctuation Error
Banyak teman sekolah dan tetangga dekat rumah yang menjenguk.,Banyak teman sekolah dan tetangga dekat rumah yang menjenguk',IPS,Punctuation Error
Alif sedih sekali karena tidak bisa bermain dan belajar bersama teman-temannya selama sakit.,Alif sedih sekali karena tidak bisa bermain dan belajar bersama teman?temannya selama sakit.,IPS,Punctuation Error
Alif tidak mau lagi dirawat di rumah sakit.,Alif tidak mau lagi dirawat di rumah sakit',IPS,Punctuation Error
"Waktu rani berumur empat tahun, kakek sudah sakit keras.",Waktu rani berumur empat tahun@ kakek sudah sakit keras.,IPS,Punctuation Error
Kakek sering dirawat di rumah sakit.,Kakek sering dirawat di rumah sakit',IPS,Punctuation Error
"Ketika sedang berkumpul bersama di ruang keluarga, paman menelepon ayah.",Ketika sedang berkumpul bersama di ruang keluarga@ paman menelepon ayah.,IPS,Punctuation Error
Paman mengabarkan kakek sudah meninggal dunia.,Paman mengabarkan kakek sudah meninggal dunia',IPS,Punctuation Error
Setelah itu keluarga rani langsung pergi ke rumah kakek.,Setelah itu keluarga rani langsung pergi ke rumah kakek',IPS,Punctuation Error
Di rumah kakek sudah banyak orang yang datang melayat.,Di rumah kakek sudah banyak orang yang datang melayat',IPS,Punctuation Error
Semuanya berdoa untuk kakek.,Semuanya berdoa untuk kakek',IPS,Punctuation Error
"Semua orang merasa sedih, ada juga yang menangis.",Semua orang merasa sedih@ ada juga yang menangis.,IPS,Punctuation Error
"Rani juga menangis, karena tidak punya kakek lagi.",Rani juga menangis@ karena tidak punya kakek lagi.,IPS,Punctuation Error
Rumah keluarga wildan berada dekat dengan sungai besar.,Rumah keluarga wildan berada dekat dengan sungai besar',IPS,Punctuation Error
Sungai itu namanya sungai citarum.,Sungai itu namanya sungai citarum',IPS,Punctuation Error
Airnya akan banyak kalau musim hujan.,Airnya akan banyak kalau musim hujan',IPS,Punctuation Error
Kalau musim kemarau airnya jadi sedikit.,Kalau musim kemarau airnya jadi sedikit',IPS,Punctuation Error
Suatu hari hujan lebat lama sekali.,Suatu hari hujan lebat lama sekali',IPS,Punctuation Error
Tanpa disangka air sungai itu meluap.,Tanpa disangka air sungai itu meluap',IPS,Punctuation Error
"Rumah-rumah yang ada di dekat sungai itu jadi terendam air, termasuk rumah keluarga wildan.","Rumah-rumah yang ada di dekat sungai itu jadi terendam air, termasuk rumah keluarga wildan@",IPS,Punctuation Error
Semua barang yang ada di rumah jadi basah.,Semua barang yang ada di rumah jadi basah',IPS,Punctuation Error
Keluarga wildan dan tetangganya harus mengungsi ke tempat yang tidak terkena banjir.,Keluarga wildan dan tetangganya harus mengungsi ke tempat yang tidak terkena banjir',IPS,Punctuation Error
Selama banjir sekolah diliburkan karena sekolah juga terkena banjir.,Selama banjir sekolah diliburkan karena sekolah juga terkena banjir',IPS,Punctuation Error
Wildan dan teman-temannya terpaksa belajar di tempat pengungsian.,Wildan dan teman?temannya terpaksa belajar di tempat pengungsian.,IPS,Punctuation Error
Isilah titik-titik di bawah ini!,Isilah titik?titik di bawah ini!,IPS,Punctuation Error
Peristiwa menyedihkan apa yang pernah kamu alami?,Peristiwa menyedihkan apa yang pernah kamu alami',IPS,Punctuation Error
Cobalah untuk mengingatnya.,Cobalah untuk mengingatnya',IPS,Punctuation Error
Tuliskan pada daftar di bawah ini.,Tuliskan pada daftar di bawah ini',IPS,Punctuation Error
Guru membimbing anak untuk bisa mengingat peristiwa menyedihkan yang pernah dialami diri dan keluarganya sebanyak-banyaknya.,Guru membimbing anak untuk bisa mengingat peristiwa menyedihkan yang pernah dialami diri dan keluarganya sebanyak?banyaknya.,IPS,Punctuation Error
Pilihlah peristiwa yang paling menyedihkan yang pernah kamu alami.,Pilihlah peristiwa yang paling menyedihkan yang pernah kamu alami',IPS,Punctuation Error
Guru membimbing anak agar mampu mengingat dan menceritakan kembali peristiwa penting yang pernah dialaminya serta mengurutkannya sesuai urutan waktu.,Guru membimbing anak agar mampu mengingat dan menceritakan kembali peristiwa penting yang pernah dialaminya serta mengurutkannya sesuai urutan waktu',IPS,Punctuation Error
Setiap orang pasti pernah mengalami peristiwa atau pengalaman.,Setiap orang pasti pernah mengalami peristiwa atau pengalaman',IPS,Punctuation Error
Pengalaman ada yang menyenangkan dan ada pula yang menyedihkan atau tidak menyenangkan.,Pengalaman ada yang menyenangkan dan ada pula yang menyedihkan atau tidak menyenangkan',IPS,Punctuation Error
Pengalaman jangan dilupakan.,Pengalaman jangan dilupakan',IPS,Punctuation Error
Apalagi pengalaman penting.,Apalagi pengalaman penting',IPS,Punctuation Error
Tidak semua peristiwa penting dapat kita ingat.,Tidak semua peristiwa penting dapat kita ingat',IPS,Punctuation Error
"Supaya peristiwa penting gampang diingat, perlu dibuat garis waktu.",Supaya peristiwa penting gampang diingat@ perlu dibuat garis waktu.,IPS,Punctuation Error
Garis waktu adalah urutan peristiwa-peristiwa penting berdasarkan waktu kejadiannya.,Garis waktu adalah urutan peristiwa?peristiwa penting berdasarkan waktu kejadiannya.,IPS,Punctuation Error
Garis waktu di atas menceritakan tentang peristiwa yang kamu alami sejak bangun tidur dipagi hari sampai kembali tidur di malam hari.,Garis waktu di atas menceritakan tentang peristiwa yang kamu alami sejak bangun tidur dipagi hari sampai kembali tidur di malam hari',IPS,Punctuation Error
Selama satu hari itu adakah peristiwa menyenangkan maupun menyedihkan yang terjadi?,Selama satu hari itu adakah peristiwa menyenangkan maupun menyedihkan yang terjadi',IPS,Punctuation Error
Peristiwa penting dalam keluarga pun bisa dibuat garis waktunya.,Peristiwa penting dalam keluarga pun bisa dibuat garis waktunya',IPS,Punctuation Error
Terlebih dahulu kamu harus mengingat peristiwa penting apa saja yang pernah dialami dalam keluargamu.,Terlebih dahulu kamu harus mengingat peristiwa penting apa saja yang pernah dialami dalam keluargamu',IPS,Punctuation Error
Untuk itu kamu bisa menanyakannya kepada kedua orang tuamu.,Untuk itu kamu bisa menanyakannya kepada kedua orang tuamu',IPS,Punctuation Error
Bisa pula kamu melihat-lihat lagi album foto yang dimiliki keluargamu.,Bisa pula kamu melihat?lihat lagi album foto yang dimiliki keluargamu.,IPS,Punctuation Error
Biasanya peristiwa-peristiwa penting keluarga diabadikan dalam bentuk foto.,Biasanya peristiwa?peristiwa penting keluarga diabadikan dalam bentuk foto.,IPS,Punctuation Error
Tujuannya supaya tidak lupa dan dapat mengenang kembali peristiwa yang pernah terjadi.,Tujuannya supaya tidak lupa dan dapat mengenang kembali peristiwa yang pernah terjadi',IPS,Punctuation Error
"Peristiwa-peristiwa penting yang terjadi dalam keluarga misalnya pernikahan, kelahiran, ulang tahun, khitanan, pindahan rumah, kematian, dan lain-lain.","Peristiwa-peristiwa penting yang terjadi dalam keluarga misalnya pernikahan@ kelahiran, ulang tahun, khitanan, pindahan rumah, kematian, dan lain-lain.",IPS,Punctuation Error
"Ketika berkumpul pada suatu malam, ayah bercerita kepada anak-anaknya.","Ketika berkumpul pada suatu malam, ayah bercerita kepada anak-anaknya@",IPS,Punctuation Error
Ayah menikah dengan ibu pada tanggal 20 september tahun 1996.,Ayah menikah dengan ibu pada tanggal 20 september tahun 1996',IPS,Punctuation Error
Banyak kerabat yang datang untuk mengucapkan selamat.,Banyak kerabat yang datang untuk mengucapkan selamat',IPS,Punctuation Error
"Setahun kemudian adian lahir, tepatnya tanggal 7 agustus 1997.",Setahun kemudian adian lahir@ tepatnya tanggal 7 agustus 1997.,IPS,Punctuation Error
Kelahiran adian disambut dengan suka cita oleh keluarga.,Kelahiran adian disambut dengan suka cita oleh keluarga',IPS,Punctuation Error
Kakek dan nenek berebut ingin mencium dan menggendongnya.,Kakek dan nenek berebut ingin mencium dan menggendongnya',IPS,Punctuation Error
Setiap tanggal 7 agustus adian ulang tahun.,Setiap tanggal 7 agustus adian ulang tahun',IPS,Punctuation Error
Hari ulang tahunnya tidak harus selalu dirayakan.,Hari ulang tahunnya tidak harus selalu dirayakan',IPS,Punctuation Error
"Ayah, ibu, kakek, dan nenek selalu mengucapkan selamat.","Ayah@ ibu, kakek, dan nenek selalu mengucapkan selamat.",IPS,Punctuation Error
Ketika berumur empat tahun adian masuk sekolah taman kanak-kanak kelas a.,Ketika berumur empat tahun adian masuk sekolah taman kanak?kanak kelas a.,IPS,Punctuation Error
"Di tk, adian belajar sambil bermain bersama teman-teman lainnya.","Di tk, adian belajar sambil bermain bersama teman-teman lainnya@",IPS,Punctuation Error
Ketika berumur tujuh tahun adian dikhitan.,Ketika berumur tujuh tahun adian dikhitan',IPS,Punctuation Error
Khitanan adian dirayakan dengan mengundang teman-teman dan tetangga sekitar rumah.,Khitanan adian dirayakan dengan mengundang teman?teman dan tetangga sekitar rumah.,IPS,Punctuation Error
Adian senang sekali.,Adian senang sekali',IPS,Punctuation Error
Ibu melahirkan adik pada tanggal 30 september 2000.,Ibu melahirkan adik pada tanggal 30 september 2000',IPS,Punctuation Error
