kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
"Astri meniup lilin ulang tahun, jumlahnya ada delapan buah.","Astri meniup lilin ulang tahun, jumlahnya ada delapan bhua.",IPS,Transposition Error
Astri senang sekali karena orang tua dan semua temannya mengucapkan selamat.,Astri senang sekali karena orang tua dan semua temnnaya mengucapkan selamat.,IPS,Transposition Error
Ayah dan ibu mencium pipi dan kening astri dengan sayang.,Ayah dan ibu mencium pipi dan kennig astri dengan sayang.,IPS,Transposition Error
La juga senang karena mendapatkan banyak kado.,La juga senang karena mendapatkan banyak okad.,IPS,Transposition Error
Kado sebagai hadiah ulang tahun.,Kado sebagai hadiah ulgan tahun.,IPS,Transposition Error
Isi kado itu bermacam-macam.,Sii kado itu bermacam-macam.,IPS,Transposition Error
"Ada boneka, alat tulis, tas, dan lain-lain.","Ada boneka, alat tulis, tas, dan lai-nlain.",IPS,Transposition Error
Ayah dan ibu juga memberi kado untuk astri.,Ahya dan ibu juga memberi kado untuk astri.,IPS,Transposition Error
Isinya buku cerita anak bergambar yang bagus sekali.,Isinya buku cerita anak bergambar yang ubags sekali.,IPS,Transposition Error
Astri mengucapkan terima kasih kepada ayah dan ibu.,Stari mengucapkan terima kasih kepada ayah dan ibu.,IPS,Transposition Error
"Sewaktu nabila berumur enam tahun, ibu melahirkan adik bayi.","Sewaktu nabila berumur enam tahun, ibu melhirkaan adik bayi.",IPS,Transposition Error
Adik bayi itu laki-laki dan diberi nama lintang.,Adik bayi itu laki-laki dan diberi anma lintang.,IPS,Transposition Error
Lintang sangat lucu dan sering ngompol.,Nlitang sangat lucu dan sering ngompol.,IPS,Transposition Error
Nabila sering membantu ibu mengganti popok lintang.,Nabila sering membantu ibu mengganti popok linatng.,IPS,Transposition Error
Nabila sangat sayang kepada lintang.,Nabila sangat sayang kedpaa lintang.,IPS,Transposition Error
"Sejak ada lintang, nabila tidak merasa kesepian lagi.","Sejak ada lintang, nabila tidak merasa ksepeian lagi.",IPS,Transposition Error
Rendi mengikuti lomba menyanyi antar sekolah dasar di kotanya.,Rendi mengikuti lomba menyanyi antar sekolah adsar di kotanya.,IPS,Transposition Error
La mewakili sekolahnya.,La mewakili seklahnoya.,IPS,Transposition Error
Lomba itu diikuti oleh ratusan siswa yang berasal dari beberapa sekolah dasar.,Lomba itu diikuti oleh ratusan siswa gyan berasal dari beberapa sekolah dasar.,IPS,Transposition Error
Awalnya rendi sangat gugup.,Awalnya rendi sanagt gugup.,IPS,Transposition Error
La takut sekali kalau kalah.,La takut sekali kaula kalah.,IPS,Transposition Error
Rendi takut mengecewakan guru dan teman-temannya.,Rendi takut mengecewakan urgu dan teman-temannya.,IPS,Transposition Error
Akhirnya pak anwar menasihati rendi supaya tidak usah gugup dan takut kalah.,Akhirnya pak anwar menasihati rendi supaya atidk usah gugup dan takut kalah.,IPS,Transposition Error
Pak anwar adalah wali kelas rendi di sekolah.,Pak anwar adalah wali kelas renid di sekolah.,IPS,Transposition Error
Pak anwar bilang kalah itu tidak apa-apa asalkan kita sudah berusaha sebaik mungkin.,Pak anwar bilang kalah itu tidak apaa-pa asalkan kita sudah berusaha sebaik mungkin.,IPS,Transposition Error
Kekalahan bisa dijadikan pelajaran nantinya.,Kekalahan bisa dijadikan peljaaran nantinya.,IPS,Transposition Error
"Setelah mendengar nasihat pak anwar, rendi merasa tenang dan bisa menyanyi dengan baik.","Setelah mendengar nasihat pak anwar, rendi mersaa tenang dan bisa menyanyi dengan baik.",IPS,Transposition Error
Tanpa disangka rendi menjadi juara pertama.,Tanpa disangka rendi meanjdi juara pertama.,IPS,Transposition Error
Rendi senang sekali dan merasa bangga.,Enrdi senang sekali dan merasa bangga.,IPS,Transposition Error
La bisa mengharumkan nama sekolahnya.,La bisa mengharumkan amna sekolahnya.,IPS,Transposition Error
Guru dan teman-teman mengucapkan selamat pada rendi.,Guru dan teman-teman mengucapkan selamat pada dreni.,IPS,Transposition Error
Rendi berterimakasih atas doa dan dukungan guru dan teman-temannya.,Rendi berterimakasih atas doa dan dukungan ugru dan teman-temannya.,IPS,Transposition Error
Sofie memiliki peristiwa yang sangat berkesan bersama keluarganya.,Sofie memiliki peristiwa yang sangat berkesan berasma keluarganya.,IPS,Transposition Error
Sofie tidak akan melupakannya.,Sofie tidak naka melupakannya.,IPS,Transposition Error
"Setiap liburan sekolah tiba, ayah selalu mengajak seluruh keluarga untuk berlibur.","Setiap liburan sekolah tiba, ayah selalu menagjak seluruh keluarga untuk berlibur.",IPS,Transposition Error
"Ayah mengajak keluarga berlibur ke rumah orang tua ayah, yaitu kakek dan nenek.","Ayah mengajak keluarga berlibur ke rumah norag tua ayah, yaitu kakek dan nenek.",IPS,Transposition Error
"Rumah kakek dan nenek ada di luar kota, letaknya ada di pedesaan.","Rumah kakek dan nenek ada di rlua kota, letaknya ada di pedesaan.",IPS,Transposition Error
"Di desa itu pemandangannya sangat indah, banyak pohon dan sawah.","Di desa itu pemandangannya sangat indah, banayk pohon dan sawah.",IPS,Transposition Error
Kakek dan nenek juga memiliki sawah.,Kakek dan nenek ugja memiliki sawah.,IPS,Transposition Error
Hampir setiap hari sofie dan adiknya membawakan makan siang untuk kakek.,Hampir setiap hari sofie dan adiknya memawakban makan siang untuk kakek.,IPS,Transposition Error
Ketika kakek mencangkul di sawah.,Aketik kakek mencangkul di sawah.,IPS,Transposition Error
"Ketika kakek makan, sofie dan adiknya suka mencari belut.","Ketika kakek makan, sofie dan adiknya asuk mencari belut.",IPS,Transposition Error
Sofie senang sekali.,Sofie senang seklai.,IPS,Transposition Error
"Selain peristiwa yang menyenangkan, ada pula peristiwa yang menyedihkan.","Selain persitiwa yang menyenangkan, ada pula peristiwa yang menyedihkan.",IPS,Transposition Error
Peristiwa menyenangkan akan membuat kita senang dan bahagia.,Peristaiw menyenangkan akan membuat kita senang dan bahagia.,IPS,Transposition Error
Peristiwa menyedihkan membuat kita sedih dan menangis.,Peristiwa menyedihkan membuat kita sedih dan mennagis.,IPS,Transposition Error
Seperti apakah contoh-contoh peristiwa yang menyenangkan itu?,Tseperi apakah contoh-contoh peristiwa yang menyenangkan itu?,IPS,Transposition Error
Mengapa aldo senang belajar di kelas?,Mengapa aldo senang bejlaar di kelas?,IPS,Transposition Error
Kado apa yang diberikan ayah dan ibu untuk astri?,Kado apa yang diberikan ayah dan ibu untuk stari?,IPS,Transposition Error
Apa yang dilakukan nabila untuk membantu ibu?,Paa yang dilakukan nabila untuk membantu ibu?,IPS,Transposition Error
Mengapa rendi sangat gugup?,Mengapa rendi sanagt gugup?,IPS,Transposition Error
Kamu pasti pernah mengalami pengalaman yang menyenangkan.,Kamu pasti pernah mengalami pengalaman yang menenangkayn.,IPS,Transposition Error
Ingat-ingatlah peristiwa itu.,Ingat-inhgatla peristiwa itu.,IPS,Transposition Error
Buatlah daftarnya.,Bualtah daftarnya.,IPS,Transposition Error
Guru membimbing anak untuk bisa mengingat peristiwa menyenangkan yang pernah dialami diri dan keluarganya sebanyak-banyaknya.,Guru membimbing anak untuk bisa mengingat persitiwa menyenangkan yang pernah dialami diri dan keluarganya sebanyak-banyaknya.,IPS,Transposition Error
"Jika kolom di bawah ini tidak cukup, anak boleh membuatnya di halaman buku tulisnya atau di kertas selembar.","Jika kolom di bawah ini tidak uckup, anak boleh membuatnya di halaman buku tulisnya atau di kertas selembar.",IPS,Transposition Error
"Pilihlah salah satu dari peristiwa yang berhasil kamu ingat itu, manakah yang paling berkesan.","Pilihlah salah satu dari peristiwa yang berahsil kamu ingat itu, manakah yang paling berkesan.",IPS,Transposition Error
Cobalah ceritakan di depan teman-temanmu tentang peristiwa menyenangkan itu.,Cobalah ceritakan di depan teman-temanmu tentang persitiwa menyenangkan itu.,IPS,Transposition Error
Guru membimbing anak untuk bisa mengingat dan menceritakan peristiwa menyedihkan yang pernah terjadi pada diri dan keluarganya.,Guru membimbing anak untuk bisa mengingat dan menceritakan peristaiw menyedihkan yang pernah terjadi pada diri dan keluarganya.,IPS,Transposition Error
Suatu hari badan alif demam.,Suatu hari badan liaf demam.,IPS,Transposition Error
Badannya panas sekali.,Badannya panas seklai.,IPS,Transposition Error
Ibu membawa alif ke dokter dekat rumah.,Ibu membawa alif ke dokter dekat arumh.,IPS,Transposition Error
"Kata dokter, alif sakit demam berdarah.","Kata dokter, alif satki demam berdarah.",IPS,Transposition Error
Alif harus dirawat di rumah sakit.,Afli harus dirawat di rumah sakit.,IPS,Transposition Error
Demam berdarah adalah penyakit berbahaya.,Demam berdarah adalah penykiat berbahaya.,IPS,Transposition Error
Alif dirawat selama sepuluh hari.,Alif dirawat selama selpuuh hari.,IPS,Transposition Error
Selama dirawat alif diberi infus.,Selama dirawat alif dirbei infus.,IPS,Transposition Error
Banyak teman sekolah dan tetangga dekat rumah yang menjenguk.,Banyak teman sekolah dan tetangga dekat arumh yang menjenguk.,IPS,Transposition Error
Alif sedih sekali karena tidak bisa bermain dan belajar bersama teman-temannya selama sakit.,Alif sedih sekali karena tidak bisa beramin dan belajar bersama teman-temannya selama sakit.,IPS,Transposition Error
Alif tidak mau lagi dirawat di rumah sakit.,Alif tidak mau lagi dirawat di arumh sakit.,IPS,Transposition Error
"Waktu rani berumur empat tahun, kakek sudah sakit keras.","Waktu rani berumur empat tahun, kakek asudh sakit keras.",IPS,Transposition Error
Kakek sering dirawat di rumah sakit.,Akkek sering dirawat di rumah sakit.,IPS,Transposition Error
"Ketika sedang berkumpul bersama di ruang keluarga, paman menelepon ayah.","Ketika sedang berkumpul bersama di ruang kelaurga, paman menelepon ayah.",IPS,Transposition Error
Paman mengabarkan kakek sudah meninggal dunia.,Paman mengabarkan kakek suhda meninggal dunia.,IPS,Transposition Error
Setelah itu keluarga rani langsung pergi ke rumah kakek.,Setelah itu ekluarga rani langsung pergi ke rumah kakek.,IPS,Transposition Error
Di rumah kakek sudah banyak orang yang datang melayat.,Di rumah kakek sudah banyak orang gyan datang melayat.,IPS,Transposition Error
Semuanya berdoa untuk kakek.,Semunaya berdoa untuk kakek.,IPS,Transposition Error
"Semua orang merasa sedih, ada juga yang menangis.","Semua orang merasa sedih, ada juga gyan menangis.",IPS,Transposition Error
"Rani juga menangis, karena tidak punya kakek lagi.","Rani juga menangis, karena tidak punya ekakk lagi.",IPS,Transposition Error
Rumah keluarga wildan berada dekat dengan sungai besar.,Rumah keluarga wildan berada dekat dengan sunagi besar.,IPS,Transposition Error
Sungai itu namanya sungai citarum.,Sungai itu namanya suangi citarum.,IPS,Transposition Error
Airnya akan banyak kalau musim hujan.,Airnya akan banyak kaula musim hujan.,IPS,Transposition Error
Kalau musim kemarau airnya jadi sedikit.,Kalau musim kemarau aiyrna jadi sedikit.,IPS,Transposition Error
Suatu hari hujan lebat lama sekali.,Suatu hari hujan letba lama sekali.,IPS,Transposition Error
Tanpa disangka air sungai itu meluap.,Tanpa disangka air suangi itu meluap.,IPS,Transposition Error
"Rumah-rumah yang ada di dekat sungai itu jadi terendam air, termasuk rumah keluarga wildan.","Rumah-rumah yang ada di dekat sungai itu jadi terenmda air, termasuk rumah keluarga wildan.",IPS,Transposition Error
Semua barang yang ada di rumah jadi basah.,Semua barang yang ada di rumah ijad basah.,IPS,Transposition Error
Keluarga wildan dan tetangganya harus mengungsi ke tempat yang tidak terkena banjir.,Keluarga wildan dan tetangganya harus mengungsi ek tempat yang tidak terkena banjir.,IPS,Transposition Error
Selama banjir sekolah diliburkan karena sekolah juga terkena banjir.,Selama banjir sekolah diliburkan karena sekolah ajug terkena banjir.,IPS,Transposition Error
Wildan dan teman-temannya terpaksa belajar di tempat pengungsian.,Wildan dan teman-temannya terpaksa belajar di temapt pengungsian.,IPS,Transposition Error
Isilah titik-titik di bawah ini!,Isilah titik-titik di bahwa ini!,IPS,Transposition Error
Peristiwa menyedihkan apa yang pernah kamu alami?,Peristiwa menyedihkan apa yang pernah kamu malai?,IPS,Transposition Error
Cobalah untuk mengingatnya.,Cobalah untuk meningatnyga.,IPS,Transposition Error
Tuliskan pada daftar di bawah ini.,Tulisnka pada daftar di bawah ini.,IPS,Transposition Error
Guru membimbing anak untuk bisa mengingat peristiwa menyedihkan yang pernah dialami diri dan keluarganya sebanyak-banyaknya.,Guru membimbing anak untuk bisa mengingat persitiwa menyedihkan yang pernah dialami diri dan keluarganya sebanyak-banyaknya.,IPS,Transposition Error
Pilihlah peristiwa yang paling menyedihkan yang pernah kamu alami.,Pilihlah peristiwa yang paling menyedihkan yang peranh kamu alami.,IPS,Transposition Error
Guru membimbing anak agar mampu mengingat dan menceritakan kembali peristiwa penting yang pernah dialaminya serta mengurutkannya sesuai urutan waktu.,Guru membimbing anak agar mampu mengingat dan menceritakan lkembai peristiwa penting yang pernah dialaminya serta mengurutkannya sesuai urutan waktu.,IPS,Transposition Error
Setiap orang pasti pernah mengalami peristiwa atau pengalaman.,Setiap orang pasti pernah mengalami peristiwa uata pengalaman.,IPS,Transposition Error
Pengalaman ada yang menyenangkan dan ada pula yang menyedihkan atau tidak menyenangkan.,Pengalaman ada yang menyenangkan dan ada apul yang menyedihkan atau tidak menyenangkan.,IPS,Transposition Error
Pengalaman jangan dilupakan.,Pengalaman jangan dilpuakan.,IPS,Transposition Error
Apalagi pengalaman penting.,Apalagi pengalaman penitng.,IPS,Transposition Error
Tidak semua peristiwa penting dapat kita ingat.,Tidak semua peristiwa penting dapat kita aingt.,IPS,Transposition Error
"Supaya peristiwa penting gampang diingat, perlu dibuat garis waktu.","Supaya peristiwa penting gampang diingat, perlu dibaut garis waktu.",IPS,Transposition Error
Garis waktu adalah urutan peristiwa-peristiwa penting berdasarkan waktu kejadiannya.,Garis waktu adalah urutan peristiwa-peristiwa penting berasardkan waktu kejadiannya.,IPS,Transposition Error
Garis waktu di atas menceritakan tentang peristiwa yang kamu alami sejak bangun tidur dipagi hari sampai kembali tidur di malam hari.,Garis waktu di atas menceritakan tentang persitiwa yang kamu alami sejak bangun tidur dipagi hari sampai kembali tidur di malam hari.,IPS,Transposition Error
Selama satu hari itu adakah peristiwa menyenangkan maupun menyedihkan yang terjadi?,Selama satu hari itu adakah peristiwa menenangkayn maupun menyedihkan yang terjadi?,IPS,Transposition Error
Peristiwa penting dalam keluarga pun bisa dibuat garis waktunya.,Peristiwa penting dalam keluarga pun bisa dibaut garis waktunya.,IPS,Transposition Error
Terlebih dahulu kamu harus mengingat peristiwa penting apa saja yang pernah dialami dalam keluargamu.,Terlebih dahulu kamu harus mengingat peristiwa penitng apa saja yang pernah dialami dalam keluargamu.,IPS,Transposition Error
Untuk itu kamu bisa menanyakannya kepada kedua orang tuamu.,Untuk itu kamu bisa menanyakannya kepada ukeda orang tuamu.,IPS,Transposition Error
Bisa pula kamu melihat-lihat lagi album foto yang dimiliki keluargamu.,Bisa pula kamu melihat-lihat lagi album ofto yang dimiliki keluargamu.,IPS,Transposition Error
Biasanya peristiwa-peristiwa penting keluarga diabadikan dalam bentuk foto.,Biasanya peristiwa-peristiwa penting keluarga diabadikan dalam benutk foto.,IPS,Transposition Error
Tujuannya supaya tidak lupa dan dapat mengenang kembali peristiwa yang pernah terjadi.,Tujuannya supaya tidak lupa dan dapat menegnang kembali peristiwa yang pernah terjadi.,IPS,Transposition Error
"Peristiwa-peristiwa penting yang terjadi dalam keluarga misalnya pernikahan, kelahiran, ulang tahun, khitanan, pindahan rumah, kematian, dan lain-lain.","Peristiwa-peristiwa penting yang terjadi dalam keluarga mislanya pernikahan, kelahiran, ulang tahun, khitanan, pindahan rumah, kematian, dan lain-lain.",IPS,Transposition Error
"Ketika berkumpul pada suatu malam, ayah bercerita kepada anak-anaknya.","Ketika berkumpul pada suatu malam, ayah berecrita kepada anak-anaknya.",IPS,Transposition Error
Ayah menikah dengan ibu pada tanggal 20 september tahun 1996.,Ayah menikah dengan ibu pada tanggal 02 september tahun 1996.,IPS,Transposition Error
Banyak kerabat yang datang untuk mengucapkan selamat.,Banyak kerabat yang datang untuk mengucapkan selmaat.,IPS,Transposition Error
"Setahun kemudian adian lahir, tepatnya tanggal 7 agustus 1997.","Setahun kemudian adian lahir, tepatnya tanggal 7 agustus 1799.",IPS,Transposition Error
Kelahiran adian disambut dengan suka cita oleh keluarga.,Kelahiran adian disambut dengan suka cita hole keluarga.,IPS,Transposition Error
Kakek dan nenek berebut ingin mencium dan menggendongnya.,Akkek dan nenek berebut ingin mencium dan menggendongnya.,IPS,Transposition Error
Setiap tanggal 7 agustus adian ulang tahun.,Setiap tanggal 7 agustus adian ulang utahn.,IPS,Transposition Error
Hari ulang tahunnya tidak harus selalu dirayakan.,Hari ulang tahunnya tidak harus selalu diryaakan.,IPS,Transposition Error
"Ayah, ibu, kakek, dan nenek selalu mengucapkan selamat.","Ayah, ibu, kakek, dan nenek selalu menucapgkan selamat.",IPS,Transposition Error
Ketika berumur empat tahun adian masuk sekolah taman kanak-kanak kelas a.,Ketika berumur empat tahun adian masuk sekloah taman kanak-kanak kelas a.,IPS,Transposition Error
