kalimat_awal,kalimat_salah,Pelajaran,tipe_kesalahan
Ayah dan ibu mencium pipi dan kening astri dengan sayang.,Ayah dan ibu mencium pipi dan kenng astri dengan sayang.,IPS,Deletion Error
La juga senang karena mendapatkan banyak kado.,La juga senang karena mendapatkan banyak kad.,IPS,Deletion Error
Kado sebagai hadiah ulang tahun.,Kado sebagai hadiah ulan tahun.,IPS,Deletion Error
Isi kado itu bermacam-macam.,Isi kado tu bermacam-macam.,IPS,Deletion Error
"Ada boneka, alat tulis, tas, dan lain-lain.","Ada boneka, alat tulis, tas, dan lai-lain.",IPS,Deletion Error
Ayah dan ibu juga memberi kado untuk astri.,Ayah dan ibu juga memberi kado ntuk astri.,IPS,Deletion Error
Isinya buku cerita anak bergambar yang bagus sekali.,Isinya buku cerita anak bergambar yang bags sekali.,IPS,Deletion Error
Astri mengucapkan terima kasih kepada ayah dan ibu.,Astri mengucapkan terima kasih kepada ayah an ibu.,IPS,Deletion Error
"Sewaktu nabila berumur enam tahun, ibu melahirkan adik bayi.","Sewaktu nabila berumur enam tahun, ibu melhirkan adik bayi.",IPS,Deletion Error
Adik bayi itu laki-laki dan diberi nama lintang.,Adik bayi itu laki-laki dan diberi nma lintang.,IPS,Deletion Error
Lintang sangat lucu dan sering ngompol.,Lintang sangat lucu an sering ngompol.,IPS,Deletion Error
Nabila sering membantu ibu mengganti popok lintang.,Nabila sering membantu ibu mengganti popok linang.,IPS,Deletion Error
Nabila sangat sayang kepada lintang.,Nabila sangat sayang kepaa lintang.,IPS,Deletion Error
"Sejak ada lintang, nabila tidak merasa kesepian lagi.","Sejak ada lintang, nabila tidak merasa ksepian lagi.",IPS,Deletion Error
Rendi mengikuti lomba menyanyi antar sekolah dasar di kotanya.,Rendi mengikuti lomba menyanyi antar sekolah dsar di kotanya.,IPS,Deletion Error
La mewakili sekolahnya.,La mewakili seklahnya.,IPS,Deletion Error
Lomba itu diikuti oleh ratusan siswa yang berasal dari beberapa sekolah dasar.,Lomba itu diikuti oleh ratusan siswa yan berasal dari beberapa sekolah dasar.,IPS,Deletion Error
Awalnya rendi sangat gugup.,Awalnya rendi sanat gugup.,IPS,Deletion Error
La takut sekali kalau kalah.,La takut sekali kala kalah.,IPS,Deletion Error
Rendi takut mengecewakan guru dan teman-temannya.,Rendi takut mengecewakan uru dan teman-temannya.,IPS,Deletion Error
Akhirnya pak anwar menasihati rendi supaya tidak usah gugup dan takut kalah.,Akhirnya pak anwar menasihati rendi supaya tidk usah gugup dan takut kalah.,IPS,Deletion Error
Pak anwar adalah wali kelas rendi di sekolah.,Pak anwar adalah wali kelas rend di sekolah.,IPS,Deletion Error
Pak anwar bilang kalah itu tidak apa-apa asalkan kita sudah berusaha sebaik mungkin.,Pak anwar bilang kalah itu tidak apaapa asalkan kita sudah berusaha sebaik mungkin.,IPS,Deletion Error
Kekalahan bisa dijadikan pelajaran nantinya.,Kekalahan bisa dijadikan peljaran nantinya.,IPS,Deletion Error
"Setelah mendengar nasihat pak anwar, rendi merasa tenang dan bisa menyanyi dengan baik.","Setelah mendengar nasihat pak anwar, rendi mersa tenang dan bisa menyanyi dengan baik.",IPS,Deletion Error
Tanpa disangka rendi menjadi juara pertama.,Tanpa disangka rendi menjdi juara pertama.,IPS,Deletion Error
Rendi senang sekali dan merasa bangga.,Rendi senang sekali an merasa bangga.,IPS,Deletion Error
La bisa mengharumkan nama sekolahnya.,La bisa mengharumkan ama sekolahnya.,IPS,Deletion Error
Guru dan teman-teman mengucapkan selamat pada rendi.,Guru dan teman-teman mengucapkan selamat pada reni.,IPS,Deletion Error
Rendi berterimakasih atas doa dan dukungan guru dan teman-temannya.,Rendi berterimakasih atas doa dan dukungan gru dan teman-temannya.,IPS,Deletion Error
Sofie memiliki peristiwa yang sangat berkesan bersama keluarganya.,Sofie memiliki peristiwa yang sangat berkesan berama keluarganya.,IPS,Deletion Error
Sofie tidak akan melupakannya.,Sofie tidak aka melupakannya.,IPS,Deletion Error
"Setiap liburan sekolah tiba, ayah selalu mengajak seluruh keluarga untuk berlibur.","Setiap liburan sekolah tiba, ayah selalu menajak seluruh keluarga untuk berlibur.",IPS,Deletion Error
"Ayah mengajak keluarga berlibur ke rumah orang tua ayah, yaitu kakek dan nenek.","Ayah mengajak keluarga berlibur ke rumah orag tua ayah, yaitu kakek dan nenek.",IPS,Deletion Error
"Rumah kakek dan nenek ada di luar kota, letaknya ada di pedesaan.","Rumah kakek dan nenek ada di lua kota, letaknya ada di pedesaan.",IPS,Deletion Error
"Di desa itu pemandangannya sangat indah, banyak pohon dan sawah.","Di desa itu pemandangannya sangat indah, banak pohon dan sawah.",IPS,Deletion Error
Kakek dan nenek juga memiliki sawah.,Kakek dan nenek uga memiliki sawah.,IPS,Deletion Error
Hampir setiap hari sofie dan adiknya membawakan makan siang untuk kakek.,Hampir setiap hari sofie dan adiknya memawakan makan siang untuk kakek.,IPS,Deletion Error
Ketika kakek mencangkul di sawah.,Ketika kakek mencangkul i sawah.,IPS,Deletion Error
"Ketika kakek makan, sofie dan adiknya suka mencari belut.","Ketika kakek makan, sofie dan adiknya suk mencari belut.",IPS,Deletion Error
Sofie senang sekali.,Sofie senang sekli.,IPS,Deletion Error
"Selain peristiwa yang menyenangkan, ada pula peristiwa yang menyedihkan.","Selain perstiwa yang menyenangkan, ada pula peristiwa yang menyedihkan.",IPS,Deletion Error
Peristiwa menyenangkan akan membuat kita senang dan bahagia.,Peristiwa menyenangkan akan membuat kita senang an bahagia.,IPS,Deletion Error
Peristiwa menyedihkan membuat kita sedih dan menangis.,Peristiwa menyedihkan membuat kita sedih dan menngis.,IPS,Deletion Error
Seperti apakah contoh-contoh peristiwa yang menyenangkan itu?,Seperti apakah contoh-contoh peristiwa yang menyenangkan tu?,IPS,Deletion Error
Mengapa aldo senang belajar di kelas?,Mengapa aldo senang belaar di kelas?,IPS,Deletion Error
Kado apa yang diberikan ayah dan ibu untuk astri?,Kado apa yang diberikan ayah dan bu untuk astri?,IPS,Deletion Error
Apa yang dilakukan nabila untuk membantu ibu?,Apa yang dilakukan nabila untuk membantu bu?,IPS,Deletion Error
Mengapa rendi sangat gugup?,Mengapa rendi sanat gugup?,IPS,Deletion Error
Kamu pasti pernah mengalami pengalaman yang menyenangkan.,Kamu pasti pernah mengalami pengalaman yang menenangkan.,IPS,Deletion Error
Ingat-ingatlah peristiwa itu.,Ingat-ingatlah peristiwa tu.,IPS,Deletion Error
Buatlah daftarnya.,Bualah daftarnya.,IPS,Deletion Error
Guru membimbing anak untuk bisa mengingat peristiwa menyenangkan yang pernah dialami diri dan keluarganya sebanyak-banyaknya.,Guru membimbing anak untuk bisa mengingat perstiwa menyenangkan yang pernah dialami diri dan keluarganya sebanyak-banyaknya.,IPS,Deletion Error
"Jika kolom di bawah ini tidak cukup, anak boleh membuatnya di halaman buku tulisnya atau di kertas selembar.","Jika kolom di bawah ini tidak ckup, anak boleh membuatnya di halaman buku tulisnya atau di kertas selembar.",IPS,Deletion Error
"Pilihlah salah satu dari peristiwa yang berhasil kamu ingat itu, manakah yang paling berkesan.","Pilihlah salah satu dari peristiwa yang berasil kamu ingat itu, manakah yang paling berkesan.",IPS,Deletion Error
Cobalah ceritakan di depan teman-temanmu tentang peristiwa menyenangkan itu.,Cobalah ceritakan di depan teman-temanmu tentang perstiwa menyenangkan itu.,IPS,Deletion Error
Guru membimbing anak untuk bisa mengingat dan menceritakan peristiwa menyedihkan yang pernah terjadi pada diri dan keluarganya.,Guru membimbing anak untuk bisa mengingat an menceritakan peristiwa menyedihkan yang pernah terjadi pada diri dan keluarganya.,IPS,Deletion Error
Suatu hari badan alif demam.,Suatu hari badan lif demam.,IPS,Deletion Error
Badannya panas sekali.,Badannya panas sekli.,IPS,Deletion Error
Ibu membawa alif ke dokter dekat rumah.,Ibu membawa alif ke dokter dekat rumh.,IPS,Deletion Error
"Kata dokter, alif sakit demam berdarah.","Kata dokter, alif saki demam berdarah.",IPS,Deletion Error
Alif harus dirawat di rumah sakit.,Alif harus irawat di rumah sakit.,IPS,Deletion Error
Demam berdarah adalah penyakit berbahaya.,Demam berdarah adalah penykit berbahaya.,IPS,Deletion Error
Alif dirawat selama sepuluh hari.,Alif dirawat selama sepuuh hari.,IPS,Deletion Error
Selama dirawat alif diberi infus.,Selama dirawat alif dibei infus.,IPS,Deletion Error
Banyak teman sekolah dan tetangga dekat rumah yang menjenguk.,Banyak teman sekolah dan tetangga dekat rumh yang menjenguk.,IPS,Deletion Error
Alif sedih sekali karena tidak bisa bermain dan belajar bersama teman-temannya selama sakit.,Alif sedih sekali karena tidak bisa berain dan belajar bersama teman-temannya selama sakit.,IPS,Deletion Error
Alif tidak mau lagi dirawat di rumah sakit.,Alif tidak mau lagi dirawat di rumh sakit.,IPS,Deletion Error
"Waktu rani berumur empat tahun, kakek sudah sakit keras.","Waktu rani berumur empat tahun, kakek sudh sakit keras.",IPS,Deletion Error
Kakek sering dirawat di rumah sakit.,Kakek sering irawat di rumah sakit.,IPS,Deletion Error
"Ketika sedang berkumpul bersama di ruang keluarga, paman menelepon ayah.","Ketika sedang berkumpul bersama di ruang kelarga, paman menelepon ayah.",IPS,Deletion Error
Paman mengabarkan kakek sudah meninggal dunia.,Paman mengabarkan kakek suda meninggal dunia.,IPS,Deletion Error
Setelah itu keluarga rani langsung pergi ke rumah kakek.,Setelah itu kluarga rani langsung pergi ke rumah kakek.,IPS,Deletion Error
Di rumah kakek sudah banyak orang yang datang melayat.,Di rumah kakek sudah banyak orang yan datang melayat.,IPS,Deletion Error
Semuanya berdoa untuk kakek.,Semuanya berdoa ntuk kakek.,IPS,Deletion Error
"Semua orang merasa sedih, ada juga yang menangis.","Semua orang merasa sedih, ada juga yan menangis.",IPS,Deletion Error
"Rani juga menangis, karena tidak punya kakek lagi.","Rani juga menangis, karena tidak punya kakk lagi.",IPS,Deletion Error
Rumah keluarga wildan berada dekat dengan sungai besar.,Rumah keluarga wildan berada dekat dengan sunai besar.,IPS,Deletion Error
Sungai itu namanya sungai citarum.,Sungai itu namanya sungi citarum.,IPS,Deletion Error
Airnya akan banyak kalau musim hujan.,Airnya akan banyak kala musim hujan.,IPS,Deletion Error
Kalau musim kemarau airnya jadi sedikit.,Kalau musim kemarau airna jadi sedikit.,IPS,Deletion Error
Suatu hari hujan lebat lama sekali.,Suatu hari hujan leba lama sekali.,IPS,Deletion Error
Tanpa disangka air sungai itu meluap.,Tanpa disangka air sungi itu meluap.,IPS,Deletion Error
"Rumah-rumah yang ada di dekat sungai itu jadi terendam air, termasuk rumah keluarga wildan.","Rumah-rumah yang ada di dekat sungai tu jadi terendam air, termasuk rumah keluarga wildan.",IPS,Deletion Error
Semua barang yang ada di rumah jadi basah.,Semua barang yang ada di rumah jad basah.,IPS,Deletion Error
Keluarga wildan dan tetangganya harus mengungsi ke tempat yang tidak terkena banjir.,Keluarga wildan dan tetangganya harus mengungsi k tempat yang tidak terkena banjir.,IPS,Deletion Error
Selama banjir sekolah diliburkan karena sekolah juga terkena banjir.,Selama banjir sekolah diliburkan karena sekolah jug terkena banjir.,IPS,Deletion Error
Wildan dan teman-temannya terpaksa belajar di tempat pengungsian.,Wildan dan teman-temannya terpaksa belajar di temat pengungsian.,IPS,Deletion Error
Isilah titik-titik di bawah ini!,Isilah titik-titik di bawa ini!,IPS,Deletion Error
Peristiwa menyedihkan apa yang pernah kamu alami?,Peristiwa menyedihkan apa yang pernah kamu alai?,IPS,Deletion Error
Cobalah untuk mengingatnya.,Cobalah untuk meningatnya.,IPS,Deletion Error
Tuliskan pada daftar di bawah ini.,Tuliskan pada daftar i bawah ini.,IPS,Deletion Error
Guru membimbing anak untuk bisa mengingat peristiwa menyedihkan yang pernah dialami diri dan keluarganya sebanyak-banyaknya.,Guru membimbing anak untuk bisa mengingat perstiwa menyedihkan yang pernah dialami diri dan keluarganya sebanyak-banyaknya.,IPS,Deletion Error
Pilihlah peristiwa yang paling menyedihkan yang pernah kamu alami.,Pilihlah peristiwa yang paling menyedihkan yang perah kamu alami.,IPS,Deletion Error
Guru membimbing anak agar mampu mengingat dan menceritakan kembali peristiwa penting yang pernah dialaminya serta mengurutkannya sesuai urutan waktu.,Guru membimbing anak agar mampu mengingat an menceritakan kembali peristiwa penting yang pernah dialaminya serta mengurutkannya sesuai urutan waktu.,IPS,Deletion Error
Setiap orang pasti pernah mengalami peristiwa atau pengalaman.,Setiap orang pasti pernah mengalami peristiwa ata pengalaman.,IPS,Deletion Error
Pengalaman ada yang menyenangkan dan ada pula yang menyedihkan atau tidak menyenangkan.,Pengalaman ada yang menyenangkan dan ada pul yang menyedihkan atau tidak menyenangkan.,IPS,Deletion Error
Pengalaman jangan dilupakan.,Pengalaman jangan dilpakan.,IPS,Deletion Error
Apalagi pengalaman penting.,Apalagi pengalaman pening.,IPS,Deletion Error
Tidak semua peristiwa penting dapat kita ingat.,Tidak semua peristiwa penting dapat kita ingt.,IPS,Deletion Error
"Supaya peristiwa penting gampang diingat, perlu dibuat garis waktu.","Supaya peristiwa penting gampang diingat, perlu dibat garis waktu.",IPS,Deletion Error
Garis waktu adalah urutan peristiwa-peristiwa penting berdasarkan waktu kejadiannya.,Garis waktu adalah urutan peristiwa-peristiwa penting berasarkan waktu kejadiannya.,IPS,Deletion Error
Garis waktu di atas menceritakan tentang peristiwa yang kamu alami sejak bangun tidur dipagi hari sampai kembali tidur di malam hari.,Garis waktu di atas menceritakan tentang perstiwa yang kamu alami sejak bangun tidur dipagi hari sampai kembali tidur di malam hari.,IPS,Deletion Error
Selama satu hari itu adakah peristiwa menyenangkan maupun menyedihkan yang terjadi?,Selama satu hari itu adakah peristiwa menenangkan maupun menyedihkan yang terjadi?,IPS,Deletion Error
Peristiwa penting dalam keluarga pun bisa dibuat garis waktunya.,Peristiwa penting dalam keluarga pun bisa dibat garis waktunya.,IPS,Deletion Error
Terlebih dahulu kamu harus mengingat peristiwa penting apa saja yang pernah dialami dalam keluargamu.,Terlebih dahulu kamu harus mengingat peristiwa pening apa saja yang pernah dialami dalam keluargamu.,IPS,Deletion Error
Untuk itu kamu bisa menanyakannya kepada kedua orang tuamu.,Untuk itu kamu bisa menanyakannya kepada keda orang tuamu.,IPS,Deletion Error
Bisa pula kamu melihat-lihat lagi album foto yang dimiliki keluargamu.,Bisa pula kamu melihat-lihat lagi album fto yang dimiliki keluargamu.,IPS,Deletion Error
Biasanya peristiwa-peristiwa penting keluarga diabadikan dalam bentuk foto.,Biasanya peristiwa-peristiwa penting keluarga diabadikan dalam benuk foto.,IPS,Deletion Error
Tujuannya supaya tidak lupa dan dapat mengenang kembali peristiwa yang pernah terjadi.,Tujuannya supaya tidak lupa dan dapat menenang kembali peristiwa yang pernah terjadi.,IPS,Deletion Error
"Peristiwa-peristiwa penting yang terjadi dalam keluarga misalnya pernikahan, kelahiran, ulang tahun, khitanan, pindahan rumah, kematian, dan lain-lain.","Peristiwa-peristiwa penting yang terjadi dalam keluarga mislnya pernikahan, kelahiran, ulang tahun, khitanan, pindahan rumah, kematian, dan lain-lain.",IPS,Deletion Error
"Ketika berkumpul pada suatu malam, ayah bercerita kepada anak-anaknya.","Ketika berkumpul pada suatu malam, ayah bererita kepada anak-anaknya.",IPS,Deletion Error
Ayah menikah dengan ibu pada tanggal 20 september tahun 1996.,Ayah menikah dengan ibu pada tanggal 2 september tahun 1996.,IPS,Deletion Error
Banyak kerabat yang datang untuk mengucapkan selamat.,Banyak kerabat yang datang untuk mengucapkan selmat.,IPS,Deletion Error
"Setahun kemudian adian lahir, tepatnya tanggal 7 agustus 1997.","Setahun kemudian adian lahir, tepatnya tanggal  agustus 1997.",IPS,Deletion Error
Kelahiran adian disambut dengan suka cita oleh keluarga.,Kelahiran adian disambut dengan suka cita ole keluarga.,IPS,Deletion Error
Kakek dan nenek berebut ingin mencium dan menggendongnya.,Kakek an nenek berebut ingin mencium dan menggendongnya.,IPS,Deletion Error
Setiap tanggal 7 agustus adian ulang tahun.,Setiap tanggal 7 agustus adian ulang tahn.,IPS,Deletion Error
Hari ulang tahunnya tidak harus selalu dirayakan.,Hari ulang tahunnya tidak harus selalu diryakan.,IPS,Deletion Error
"Ayah, ibu, kakek, dan nenek selalu mengucapkan selamat.","Ayah, ibu, kakek, dan nenek selalu menucapkan selamat.",IPS,Deletion Error
Ketika berumur empat tahun adian masuk sekolah taman kanak-kanak kelas a.,Ketika berumur empat tahun adian masuk seklah taman kanak-kanak kelas a.,IPS,Deletion Error
"Di tk, adian belajar sambil bermain bersama teman-teman lainnya.","Di tk, adian belajar sambil bermain berama teman-teman lainnya.",IPS,Deletion Error
Ketika berumur tujuh tahun adian dikhitan.,Ketika berumur tujuh tahu adian dikhitan.,IPS,Deletion Error
Khitanan adian dirayakan dengan mengundang teman-teman dan tetangga sekitar rumah.,Khitanan adian dirayakan dengan mengunang teman-teman dan tetangga sekitar rumah.,IPS,Deletion Error
Adian senang sekali.,Adian senang sekli.,IPS,Deletion Error
Ibu melahirkan adik pada tanggal 30 september 2000.,Ibu melahirkan adik pada tanggal 30 sepember 2000.,IPS,Deletion Error
Adik adian itu diberi nama mawar.,Adik adian itu dibei nama mawar.,IPS,Deletion Error
Tetapi beberapa minggu kemudian terdengar kabar bahwa kakek meninggal dunia.,Tetapi beberapa minggu kemudian terdengar kabar baha kakek meninggal dunia.,IPS,Deletion Error
Semuanya sangat sedih.,Semuanya sangat sedh.,IPS,Deletion Error
Peristiwa penting ini dapat digambarkan secara singkat.,Peristiwa penting ini dapat digambarkan secara sinkat.,IPS,Deletion Error
Dengan menggunakan garis waktu seperti berikut ini.,Dengan menggunakan garis waktu seperti berikut ni.,IPS,Deletion Error
"Bagaimana denganmu, apakah kamu dapat mengingat peristiwa penting yang telah terjadi?","Bagaimana denganmu, apakah kamu dapat mengingat perstiwa penting yang telah terjadi?",IPS,Deletion Error
Peristiwa di masa lalu bisa berpengaruh terhadap kehidupan di masa kini.,Peristiwa di masa lalu bisa berpengaruh teradap kehidupan di masa kini.,IPS,Deletion Error
Apakah garis waktu itu?,Apakah garis waku itu?,IPS,Deletion Error
Apa gunanya garis waktu?,Apa gunanya gars waktu?,IPS,Deletion Error
Apa yang harus dilakukan ketika akan membuat garis waktu?,Apa yang harus dilakukan ketika akan memuat garis waktu?,IPS,Deletion Error
Apa sajakah contoh peristiwa penting dalam keluarga itu?,Apa sajakah contoh peristiwa penting dalam kelarga itu?,IPS,Deletion Error
